station,total_docks,lon,lat,nearest_junior_high_distance,nearest_university_distance,nearest_mrt_distance,nearest_bus_distance,district
捷運七張站(1號出口),42,121.542767,24.974996,524.89,641.41,30.51,27.44,新店區
捷運三和國中站(1號出口),95,121.4878,25.07588,480.26,7624.04,161.56,70.55,三重區
捷運三和國中站(2號出口),17,121.48635,25.07703,665.49,7569.05,14.43,23.37,三重區
捷運三峽站,61,121.37656,24.93835,287.58,297.11,4796.16,152.77,三峽區
捷運三民高中站(1號出口),12,121.47272,25.08582,140.32,7125.99,14.25,45.07,蘆洲區
捷運三民高中站(2號出口),55,121.47374,25.08577,94.27,7194.09,24.34,32.04,蘆洲區
捷運三重國小站,52,121.49713,25.07042,198.87,7765.98,49.88,42.63,三重區
捷運三重站(1號出口),61,121.48322,25.05464,484.09,5559.67,79.58,49.58,三重區
捷運三重站(3號出口),33,121.48474,25.05588,285.54,5751.14,37.36,30.67,三重區
捷運中原站,99,121.48486,25.00765,565.98,2605.64,110.16,13.0,中和區
捷運中和站,36,121.49587,25.00221,542.03,2727.32,62.54,38.31,中和區
捷運丹鳳站(1號出口),54,121.4228,25.02903,117.09,117.09,37.05,53.54,新莊區
捷運亞東醫院站(2號出口),52,121.4522,24.99763,430.98,1187.19,71.71,110.25,板橋區
捷運亞東醫院站(3號出口),56,121.45258,24.99821,356.25,1142.44,19.91,41.52,板橋區
捷運先嗇宮站(2號出口),64,121.47099,25.04607,8.95,4221.06,17.14,39.9,三重區
捷運十四張站,95,121.52833,24.983819,648.31,1227.77,95.97,79.2,新店區
捷運南勢角站(4號出口),96,121.50998,24.98942,310.13,1048.84,21.83,26.36,中和區
捷運國華站,24,121.34251,24.95535,299.78,3795.09,7656.79,108.65,鶯歌區
捷運國華站(2號出口),60,121.34301,24.95374,403.5,3676.91,7618.01,36.2,鶯歌區
捷運土城站(1號出口),10,121.44418,24.97314,300.17,1305.4,12.36,26.41,土城區
捷運土城站(2號出口),69,121.44395,24.9728,270.44,1330.58,31.98,19.03,土城區
捷運土城站(3號出口),33,121.44527,24.9739,430.66,1194.97,20.69,25.77,土城區
捷運大坪林站(1號出口),47,121.541,24.9828,420.73,925.56,13.69,63.01,新店區
捷運大坪林站(5號出口),92,121.54376,24.98288,357.47,1097.43,55.58,125.97,新店區
捷運媽祖田站,35,121.41185,24.95381,221.32,2655.5,869.88,44.57,土城區
捷運小碧潭站(1號出口),29,121.53029,24.97152,330.61,766.37,50.67,103.55,新店區
捷運幸福站,58,121.46018,25.04988,482.22,3870.76,14.55,67.66,新莊區
捷運幸福站(2號出口),35,121.46028,25.04955,501.34,3870.08,23.69,48.09,新莊區
捷運府中站(1號出口),91,121.45904,25.00821,162.49,162.49,30.92,97.41,板橋區
捷運府中站(3號出口),69,121.459,25.009,75.2,75.2,18.27,55.17,板橋區
捷運徐匯中學站(1號出口),38,121.479941,25.080312,566.94,7256.86,6.22,53.89,蘆洲區
捷運新北產業園區站,70,121.45918,25.06203,784.37,4366.66,79.15,19.87,新莊區
捷運新埔民生站,40,121.46657,25.02598,405.86,1963.59,31.54,30.57,板橋區
捷運新埔站(1號出口),99,121.46745,25.0235,331.2,1752.97,46.16,49.59,板橋區
捷運新埔站(2號出口),60,121.46779,25.02237,362.2,1661.65,43.24,85.34,板橋區
捷運新埔站(3號出口),20,121.46868,25.02247,345.5,1719.8,53.81,76.71,板橋區
捷運新埔站(4號出口),70,121.46857,25.02341,314.17,1801.36,29.94,90.1,板橋區
捷運新埔站(5號出口),79,121.46808,25.0235,360.17,1784.31,67.07,100.92,板橋區
捷運新店區公所站(1號出口),42,121.54101,24.96737,93.97,1022.45,11.77,39.31,新店區
捷運新店站,55,121.53866,24.95861,269.15,1899.94,138.51,36.25,新店區
捷運新莊副都心站,43,121.4466,25.05914,507.52,3170.6,1354.08,9.26,新莊區
捷運新莊站(1號出口),69,121.45204,25.03641,193.99,2914.44,42.37,36.54,新莊區
捷運新莊站(2號出口),54,121.45278,25.03607,257.25,2967.36,28.89,23.66,新莊區
捷運景安站,96,121.50472,24.99352,506.57,1513.78,28.47,24.41,中和區
捷運景平站,51,121.51563,24.99202,387.05,1533.25,63.35,33.46,中和區
捷運景平站(景平路278巷口),23,121.51513,24.99244,320.29,1548.82,126.52,33.76,中和區
捷運板新站,96,121.47124,25.01409,427.77,1318.44,107.67,34.64,板橋區
捷運板橋站(1號出口),86,121.46202,25.01335,369.71,504.04,18.76,63.24,板橋區
捷運板橋站(3號出口),89,121.46179,25.01452,409.62,603.6,87.39,120.74,板橋區
捷運林口站(1號出口),97,121.36251,25.06599,660.27,3998.67,6940.29,83.55,林口區
捷運橋和站,62,121.49082,25.00381,552.64,3134.35,123.19,75.48,中和區
捷運橫溪站,43,121.39136,24.93759,1165.1,1529.09,3612.25,247.61,三峽區
捷運永吉公園站,47,121.33476,24.96048,395.91,4747.44,8426.29,54.09,鶯歌區
捷運永安市場站,99,121.51111,25.00049,295.19,2281.05,210.13,55.91,中和區
捷運永寧站(2號出口),47,121.43554,24.96613,914.8,2328.68,28.51,51.63,土城區
捷運永寧站(3號出口),23,121.43688,24.96711,745.76,2164.27,28.13,35.19,土城區
捷運永寧站(4號出口),12,121.43677,24.96744,723.55,2162.82,14.67,20.48,土城區
捷運江子翠站(1號出口),13,121.47162,25.03043,208.25,2630.65,33.06,106.26,板橋區
捷運江子翠站(2號出口),26,121.472,25.02999,206.69,2606.7,25.11,90.71,板橋區
捷運江子翠站(3號出口),60,121.47195,25.02933,266.71,2540.78,25.23,50.13,板橋區
捷運江子翠站(4號出口),11,121.47307,25.02946,209.1,2612.28,48.84,30.51,板橋區
捷運江子翠站(5號出口),31,121.47291,25.03046,108.76,2698.26,78.44,25.84,板橋區
捷運江子翠站(6號出口),22,121.47314,25.03106,41.39,2767.4,18.1,49.62,板橋區
捷運泰山站,37,121.44,25.0531,503.96,2227.26,2056.16,56.81,泰山區
捷運泰山站(4號出口),26,121.43909,25.05313,587.53,2161.42,2147.21,14.25,泰山區
捷運泰山貴和站,45,121.42222,25.03319,458.33,458.33,467.11,28.53,泰山區
捷運海山站(1號出口),80,121.44855,24.98441,196.2,1479.9,107.57,201.06,土城區
捷運海山站(2號出口),32,121.44875,24.98457,193.43,1482.82,85.67,201.01,土城區
捷運海山站(3號出口),40,121.44935,24.98677,206.72,1660.36,53.79,109.81,土城區
捷運海山站(3號出口)轉乘停車場,80,121.44911,24.98639,167.85,1635.03,15.09,143.56,土城區
捷運淡水站,98,121.44418,25.16883,609.34,584.27,147.08,69.44,淡水區
捷運淡水站(中正東路),40,121.44684,25.16771,697.44,598.07,105.79,41.38,淡水區
捷運淡水站(中正鼻頭街口),14,121.44675,25.1667,801.6,710.58,152.55,64.79,淡水區
捷運環狀線板橋站(5號出口),99,121.46359,25.01598,492.41,834.9,90.1,65.02,板橋區
捷運秀朗橋站,77,121.52496,24.99045,574.19,2018.14,10.21,19.82,中和區
捷運竹圍站,54,121.46023,25.13717,572.73,4184.2,57.55,65.23,淡水區
捷運紅樹林站,44,121.45912,25.15358,341.08,2451.89,102.35,28.02,淡水區
捷運臺北大學站(1號出口),47,121.36739,24.93909,549.96,960.33,5592.79,41.63,三峽區
捷運臺北大學站(2號出口),86,121.36712,24.93883,530.85,993.58,5629.24,64.45,三峽區
捷運菜寮站(3號出口),60,121.4922,25.06047,326.31,6559.64,13.11,12.64,三重區
捷運蘆洲站,92,121.46403,25.09164,343.54,6690.78,34.7,22.93,蘆洲區
捷運蘆洲站(1號出口),48,121.4651,25.09113,339.25,6787.04,42.91,34.02,蘆洲區
捷運蘆洲站(蘆洲捷運公園),19,121.46358,25.09165,335.39,6646.41,72.96,33.25,蘆洲區
捷運輔大站(1號出口),31,121.43548,25.03285,792.71,1229.2,23.59,26.5,新莊區
捷運輔大站(4號出口),52,121.43666,25.03304,682.64,1348.79,12.97,71.65,新莊區
捷運迴龍站(2號出口),11,121.411,25.0211,520.84,1591.85,24.82,89.98,新莊區
捷運迴龍站(3號出口),70,121.41305,25.02276,309.84,1317.02,54.77,37.46,新莊區
捷運長壽山站,23,121.40267,24.94495,1182.13,2657.21,2218.96,76.89,三峽區
捷運陶瓷老街站,36,121.35065,24.95212,469.95,2899.55,6867.9,114.57,鶯歌區
捷運頂埔站(2號出口),66,121.4178,24.95852,576.12,2703.99,73.59,59.31,土城區
捷運頂埔站(3號出口),64,121.42,24.95996,849.34,2797.45,32.98,32.32,土城區
捷運頂埔站(福田路),66,121.4178,24.95852,576.12,2703.99,73.59,59.31,土城區
捷運頂溪站(2號出口),15,121.51549,25.01424,462.85,3863.95,4.86,22.92,永和區
捷運頂溪站(中興街),48,121.51526,25.01223,433.49,3640.41,75.56,38.94,永和區
捷運頂溪站(復興街1巷),15,121.51544,25.0131,424.4,3738.81,22.95,60.22,永和區
捷運頭前庄站(1號出口),90,121.4608,25.03953,390.63,3321.36,53.04,108.79,新莊區
捷運鶯桃福德站,75,121.33044,24.96704,369.94,5486.02,8901.99,67.32,鶯歌區
捷運鶯歌車站,34,121.35668,24.95322,803.22,2429.75,6250.41,110.9,鶯歌區
捷運龍埔站,72,121.38461,24.9393,822.71,822.71,4043.38,66.14,三峽區
文丘公園,15,121.44966,25.02365,614.92,1748.67,1404.27,201.94,板橋區
文中一平面停車場,20,121.42845,25.04512,373.86,773.75,1519.19,105.15,泰山區
文中三平面停車場,42,121.43473,25.03739,724.41,1178.14,498.62,463.03,新莊區
文中四公園,20,121.4235,25.1854,390.17,824.45,2920.96,194.0,淡水區
文中小停車場,44,121.48255,25.05899,542.1,5971.39,401.19,166.13,三重區
文化一路一段190巷口,10,121.37905,25.07549,115.84,2063.55,6762.01,119.33,林口區
文化一路一段91巷口,30,121.37217,25.07048,197.59,2906.85,6687.36,49.66,林口區
文化一麗園路2巷口,18,121.37494,25.07222,141.95,2574.91,6688.43,34.69,林口區
文化三四維路口,29,121.37414,25.07979,350.02,2473.27,7446.63,35.13,林口區
文化三路一段203號前,27,121.36246,25.07039,694.52,3827.48,7297.98,76.33,林口區
文化三路一段249巷,15,121.36309,25.07204,634.74,3714.58,7392.98,100.38,林口區
文化三路一段447巷口,15,121.36821,25.07464,528.93,3144.22,7296.21,22.47,林口區
文化二路一段260巷口,14,121.37107,25.07366,221.92,2892.04,7039.51,27.86,林口區
文化二路一段68巷口,21,121.36524,25.06812,913.61,3651.87,6922.95,11.03,林口區
文化北中華路口,19,121.37874,25.09322,1249.9,2434.09,8382.67,188.86,林口區
文化北忠孝一路口,18,121.36119,25.07376,382.34,3855.96,7662.88,164.76,林口區
文化北路一段412巷口,27,121.36492,25.07659,766.83,3431.76,7668.64,56.64,林口區
文化廣場,30,121.36629,25.07294,697.54,3377.33,7263.81,33.2,林口區
文化懷德街口,24,121.47574,25.03359,343.18,3144.16,371.55,40.35,板橋區
文化機車立體停車場,34,121.43881,25.17249,240.77,381.34,821.07,60.59,淡水區
文化白雲公園,76,121.65521,25.05688,488.46,8272.78,3725.51,58.52,汐止區
文化路一段212巷口,20,121.46639,25.02021,200.44,1383.2,285.22,87.04,板橋區
文化路二段182巷1弄,49,121.47241,25.02926,250.62,2558.09,33.83,77.09,板橋區
文化館前路口,44,121.35291,24.94948,725.8,2573.97,6681.5,29.33,鶯歌區
文山國中,25,121.53937,24.95521,206.62,2283.96,343.64,33.41,新店區
文德國小(公館街),52,121.45923,25.02145,439.5,1305.07,836.45,84.02,板橋區
文德新海路口,18,121.46112,25.02353,154.08,1554.53,644.32,50.27,板橋區
文昌公園,15,121.41033,25.15709,1018.29,3248.28,3734.57,34.42,八里區
文林公園,15,121.37525,25.08711,489.17,2459.67,8014.76,112.98,林口區
文林國小,23,121.426,24.9979,85.52,2459.15,2659.63,271.33,樹林區
文林國小(潭興街),44,121.42462,24.99828,215.28,2567.58,2798.41,189.36,樹林區
文聖國小(松柏街50巷),12,121.47611,25.02929,157.72,2774.42,329.78,154.15,板橋區
斬龍山遺址文化公園,64,121.4477,24.97666,144.18,1008.54,409.27,67.67,土城區
新五泰國民運動中心,28,121.43427,25.05582,543.05,2083.01,2545.9,41.61,泰山區
新五路二段299號,26,121.44361,25.08707,730.19,4578.5,2147.17,28.14,五股區
新北大道一段57巷口,15,121.48537,25.06121,276.89,6312.62,559.59,162.12,三重區
新北大道二段139巷,11,121.46662,25.05981,244.89,4887.05,716.63,161.78,三重區
新北大道幸福路口(大道鎏域社區),40,121.43671,25.04934,616.97,1705.19,1815.21,343.85,泰山區
新北大道昌平街口(臨時站),16,121.45474,25.06035,617.43,3893.15,524.72,52.89,新莊區
新北市勞工活動中心,35,121.451,25.0615,827.56,3676.29,883.8,111.58,五股區
新北市客家文化園區,20,121.36034,24.94207,383.9,1650.98,6142.86,21.74,三峽區
新北市工商展覽中心,30,121.44761,25.06433,1085.53,3652.55,1263.23,27.29,五股區
新北市政府(新府路),68,121.4642,25.01245,571.23,599.8,182.34,57.01,板橋區
新北市政府(新站路),74,121.46653,25.01252,471.2,813.1,329.17,70.63,板橋區
新北市政府板橋分局沙崙派出所,16,121.43032,24.98842,101.91,2773.72,1873.94,103.01,板橋區
新北市林口行政園區,56,121.36394,25.07,826.16,3699.63,7166.06,149.26,林口區
新北市立中和高級中學,42,121.4786,24.99424,609.95,2608.83,1662.71,7.36,中和區
新北市立圖書館三重分館,45,121.49553,25.0661,230.74,7269.3,519.08,135.52,三重區
新北市立圖書館五股成功分館,15,121.44685,25.09472,405.63,5091.55,1781.83,144.15,五股區
新北市立圖書館新店分館,35,121.5409,24.98214,369.42,857.31,68.32,118.5,新店區
新北市立圖書館新莊中港分館,13,121.45222,25.04643,323.68,2995.76,888.3,36.88,新莊區
新北市立圖書館樹林東昇分館,20,121.41503,24.98379,365.19,2225.91,2663.87,25.0,樹林區
新北市立圖書館總館,53,121.45569,25.00147,166.11,949.21,405.0,192.21,板橋區
新北市立圖書館鶯歌分館,20,121.34946,24.9572,386.28,3280.93,6947.53,30.97,鶯歌區
新北市立鶯歌高級工商職業學校,56,121.33488,24.93923,113.8,4218.59,8696.97,33.22,鶯歌區
新北市藝文中心,54,121.47251,25.0262,249.81,2281.32,364.14,226.21,板橋區
新北市藝文中心(文化路二段124巷),37,121.4714,25.02563,169.66,2164.64,348.63,189.57,板橋區
新北捷運環狀線南機廠,21,121.52891,24.98343,631.75,1156.67,167.76,151.88,新店區
新北高中,88,121.48953,25.08723,728.68,8491.47,1179.88,27.04,三重區
新北高工,57,121.45054,24.98344,409.44,1279.15,269.42,66.43,土城區
新北高工(學士路),28,121.45277,24.98216,514.99,1047.61,528.1,188.84,土城區
新北高工(明德路),18,121.4515,24.98112,506.69,1009.69,538.18,164.02,土城區
新和活動中心,37,121.52183,24.98677,801.82,1591.56,523.43,178.24,新店區
新和街32巷口,17,121.5192,24.9847,588.33,1253.12,856.74,90.28,新店區
新城一路(守讓堂),15,121.4407,25.08373,278.72,4244.93,2539.63,62.44,五股區
新安永安街94巷口,20,121.52034,24.98446,616.49,1349.62,741.91,200.0,新店區
新安永安街口,20,121.52138,24.98542,763.38,1486.6,645.84,172.0,新店區
新崑公園,30,121.43249,24.99968,401.88,1787.77,2011.55,158.7,板橋區
新市一中山北路口,14,121.44412,25.18296,386.6,1159.36,1639.81,77.16,淡水區
新市一路一段256巷口,21,121.43273,25.18665,1004.25,605.17,2414.68,131.19,淡水區
新市一路一段331巷/義山路一段163巷口(東南側),15,121.43596,25.18731,822.55,807.9,2325.13,129.36,淡水區
新市一路一段99巷口,38,121.43109,25.18796,886.55,390.32,2626.57,95.38,淡水區
新市三崁頂三路口,20,121.43063,25.19691,193.08,687.58,3519.12,202.5,淡水區
新市三崁頂五路口,18,121.42526,25.19897,534.61,971.61,3975.56,40.31,淡水區
新市三義山路口,38,121.4366,25.19569,744.19,932.64,3178.26,221.47,淡水區
新市二後洲路口,16,121.42507,25.19638,421.83,724.8,3741.64,62.45,淡水區
新市二路三段/濱海路二段202巷口,15,121.43482,25.19343,621.09,650.66,2997.47,109.78,淡水區
新市二路三段36巷口,22,121.43302,25.19301,490.03,468.48,3024.55,71.42,淡水區
新市二路二段,26,121.42793,25.19524,140.07,493.22,3481.79,10.47,淡水區
新市二路四段,25,121.44185,25.19254,532.22,1307.15,2724.05,29.03,淡水區
新市二路四段230巷,22,121.44564,25.19087,336.25,1675.86,2513.49,151.15,淡水區
新市五義山路口,60,121.43878,25.19783,990.92,1250.49,3356.23,25.02,淡水區
新市六後洲路口,15,121.4307,25.20285,803.91,1339.03,4123.93,47.95,淡水區
新市國小,29,121.4444464,25.185184906645382,337.1,1388.86,1884.29,127.0,淡水區
新店公有中央市場,42,121.52729,24.97531,367.18,922.37,356.87,185.37,新店區
新店新和國小,36,121.51768,24.98498,521.68,1128.7,785.69,56.21,新店區
新店行政園區,93,121.54205,24.96757,22.45,1054.98,56.48,44.4,新店區
新店高中,47,121.53421,24.97418,272.91,272.91,443.23,68.58,新店區
新店高中(中央路),85,121.53103,24.97508,72.9,547.71,236.48,58.91,新店區
新府區運路口,30,121.46546,25.01016,509.41,643.31,445.79,170.07,板橋區
新春街125巷(樂活?社區),29,121.44155,25.1827,301.11,1041.31,1653.53,85.19,淡水區
新春街125巷(樂活绽社區),29,121.44155,25.1827,301.11,1041.31,1653.53,85.19,淡水區
新月二綠堤街口,21,121.45526,25.02627,111.94,1851.86,1118.6,63.4,板橋區
新月橋,60,121.44982,25.03208,412.81,2607.94,514.06,238.57,新莊區
新林國小,29,121.3595,25.07079,485.74,4100.19,7533.89,139.85,林口區
新樹公園,25,121.43315,25.00338,818.59,1561.89,2019.65,52.57,新莊區
新樹路258巷口,19,121.43269,25.01525,932.53,1757.2,1811.42,15.13,新莊區
新民新春街口,20,121.43567,25.18123,655.85,716.41,1748.42,27.59,淡水區
新民民族路口,20,121.4638,25.0094,474.68,474.68,436.18,94.39,板橋區
新民街120巷,15,121.43834,25.17808,431.86,434.49,1307.8,80.46,淡水區
新民街一段(台北灣社區),21,121.43187,25.18536,859.21,681.84,2344.09,21.02,淡水區
新泰公園,30,121.44495,25.0372,147.9,2194.83,761.51,49.82,新莊區
新泰國中,24,121.44414,25.04316,442.63,2123.65,1131.89,59.49,新莊區
新泰游泳池,40,121.44228,25.04616,60.87,2028.23,1499.92,70.43,新莊區
新泰路255巷口,20,121.4427,25.03936,216.43,1948.41,939.94,281.84,新莊區
新洲擺接堡路口,28,121.43742,24.97781,313.93,2040.09,848.71,161.62,土城區
新海抽水站停車場,13,121.45537,25.02776,61.42,2014.63,962.27,68.36,板橋區
新海長江路口,61,121.45779,25.02788,199.11,2012.53,932.38,130.41,板橋區
新生街112巷口(欽禾社區),40,121.48345,25.00273,626.66,2572.39,635.66,140.29,中和區
新莊勞工中心,26,121.43374,25.02033,709.08,1410.9,1341.64,47.11,新莊區
新莊國民運動中心,52,121.44898,25.03932,414.66,2580.96,484.07,128.96,新莊區
新莊國民運動中心(和興街),12,121.44759,25.03891,434.5,2442.61,568.46,113.82,新莊區
新莊快樂公園,27,121.44355,25.03033,117.42,1982.37,756.73,40.99,新莊區
新莊文化藝術中心,40,121.4445,25.04714,248.8,2275.83,1446.56,86.06,新莊區
新莊棒球場,69,121.44609,25.04138,495.65,2294.88,853.49,40.7,新莊區
新莊棒球場(和興街),37,121.44654,25.04069,460.3,2335.97,769.23,86.72,新莊區
新莊田徑場,42,121.45259,25.04341,395.82,2969.53,790.43,61.66,新莊區
新莊運動公園地下停車場,14,121.44941,25.043,256.05,2645.96,804.97,99.41,新莊區
新莊體育館,47,121.45255,25.04078,601.95,2941.41,497.97,15.89,新莊區
新鳳公園,14,121.32474,24.9732,1048.84,6341.52,9560.22,108.17,鶯歌區
新麗園社區,51,121.37691,25.07005,303.83,2498.36,6378.03,54.5,林口區
日和中華路口,21,121.44283,24.98402,328.46,1848.32,602.08,121.42,土城區
昌平公園,55,121.45811,25.05866,557.73,4074.11,363.82,84.88,新莊區
昌平國小,18,121.45685,25.05658,302.83,3849.02,627.6,230.09,新莊區
昌盛橋,20,121.45317,25.04973,266.64,3194.87,704.11,50.11,新莊區
昌隆國小,46,121.45489,25.05213,156.02,3454.26,574.44,147.4,新莊區
明德平面停車場,10,121.46628,24.98403,122.02,1482.04,1737.65,119.19,土城區
明德路65巷口,15,121.54145,24.9767,384.16,520.59,122.3,178.85,新店區
明德青和街口,31,121.45754,24.97738,858.95,422.03,1243.16,134.23,土城區
明德高中,52,121.36472,24.90742,455.88,3925.79,7878.97,83.75,三峽區
明志國中,57,121.48898,25.0634,148.51,6690.06,444.34,36.4,三重區
明志國小,40,121.42627,25.04573,597.18,710.92,1687.05,48.51,泰山區
明志科技大學,45,121.42255,25.04043,953.96,101.29,1272.3,228.19,泰山區
明志貴鳳街口,17,121.42108,25.03124,352.97,352.97,279.2,133.04,泰山區
春之霖社區,11,121.6625,25.0794,721.39,10622.65,5120.19,74.76,汐止區
時光公園,20,121.47948,25.03622,733.46,3596.18,842.88,135.17,板橋區
普庵寺,23,121.48214,25.08801,203.93,7978.62,868.03,119.29,蘆洲區
景安板南路口,39,121.50424,24.99228,366.94,1390.82,164.54,79.3,中和區
景平橋和路口,15,121.49479,25.00672,1014.3,3227.77,502.17,124.31,中和區
景新國小,14,121.5148,24.98893,99.16,1200.19,363.78,162.54,中和區
景新立體停車場,12,121.51301,24.98985,198.96,1194.87,328.44,55.45,中和區
景本里集會所,15,121.51326,24.98933,136.96,1154.99,351.56,102.11,中和區
望月公園,32,121.45787,25.02997,410.41,2244.93,862.77,113.15,板橋區
東勢宜興活動中心,33,121.62429,25.03881,1180.09,4696.23,1802.47,26.98,汐止區
東南科技大學,18,121.6025,25.0033,1732.08,647.89,2340.34,135.3,深坑區
東大街,15,121.40947,24.97563,849.28,1351.99,2010.65,470.34,樹林區
東方科學園區,63,121.64951,25.06126,637.41,8234.83,3215.17,36.05,汐止區
東明一街121巷,20,121.39018,25.06976,538.51,1499.39,5570.26,89.88,林口區
東明公園(興林路221巷),18,121.39021,25.07195,299.27,1304.79,5768.48,132.26,林口區
東海高中,31,121.47942,25.06484,48.76,6290.42,1118.59,73.1,三重區
東興街,15,121.40999,24.97872,963.76,1509.73,2286.34,185.61,樹林區
東豐街85巷口,12,121.41016,24.97375,933.04,1394.15,1797.02,686.0,樹林區
東陽市民活動中心,30,121.41224,24.98205,631.8,1884.9,2545.6,69.23,樹林區
東順街36巷口,11,121.41149,24.97831,858.07,1631.95,2181.95,236.16,樹林區
松柏公園,10,121.37942,25.09129,1090.85,2260.46,8164.17,233.28,林口區
松柏街15巷口,20,121.4742,25.0296,204.76,2688.17,150.31,92.25,板橋區
松柏街50巷90弄口,12,121.47621,25.02833,216.87,2697.72,386.14,183.67,板橋區
板南立言街口,50,121.48791,25.00655,803.17,2923.96,307.7,95.31,中和區
板南路492號,29,121.48582,25.00754,663.43,2703.08,193.32,89.91,中和區
板新中山路一段口,15,121.47161,25.01491,524.42,1388.82,76.49,68.49,板橋區
板林溪北路口,57,121.42636,24.99057,444.91,2882.39,2315.31,19.17,板橋區
板樹體育館,15,121.42758,24.9822,388.26,3127.2,1879.81,45.99,板橋區
板橋435藝文特區,18,121.45269,25.02396,440.42,1659.88,1340.48,164.85,板橋區
板橋435藝文特區(環河西路),12,121.4506,25.02473,533.72,1815.34,1269.24,238.98,板橋區
板橋中山公園,34,121.47109,25.02336,97.79,1943.47,239.99,55.04,板橋區
板橋仁愛公園,51,121.45971,24.99601,418.49,1520.2,759.38,167.24,板橋區
板橋信義公園,55,121.45622,24.99625,581.05,1511.52,445.75,148.44,板橋區
板橋公車站,60,121.4621,25.01269,361.83,451.88,74.27,19.89,板橋區
板橋和平公園,54,121.46427,24.99766,169.32,1433.55,1156.79,17.15,板橋區
板橋四維公園,67,121.46319,25.02452,188.92,1701.89,408.69,25.16,板橋區
板橋國中,62,121.45437,25.02499,263.47,1726.96,1240.21,76.63,板橋區
板橋國小,18,121.45799,25.01035,65.04,65.04,164.93,132.08,板橋區
板橋國民運動中心,42,121.45815,25.02224,438.3,1385.74,946.38,71.83,板橋區
板橋地政事務所,61,121.46333,25.00841,448.81,448.81,390.37,26.31,板橋區
板橋戶政事務所,44,121.45646,25.01309,225.95,393.39,504.72,25.77,板橋區
板橋戶政事務所海山辦事處,50,121.47038,25.01182,169.57,1161.63,349.76,123.36,板橋區
板橋果菜批發市場,26,121.45004,25.02113,408.95,1486.76,1472.5,88.91,板橋區
板橋真武廟,20,121.48594,25.02046,441.71,2958.79,1351.82,121.14,板橋區
板橋福德公園,47,121.46734,25.01156,349.09,856.61,462.56,97.83,板橋區
板橋第一運動場,46,121.46799,25.00914,285.07,897.89,707.53,62.63,板橋區
板橋第二運動場(皇翔建設),32,121.45897,25.01387,178.36,467.17,295.53,31.88,板橋區
板橋車站,95,121.463735,25.015519,514.59,800.74,58.17,85.4,板橋區
板橋車站(新站路),28,121.46438,25.01529,488.75,820.77,24.55,155.15,板橋區
板橋重慶公園,38,121.463,25.0001,135.82,1134.46,1012.82,148.89,板橋區
林口仁愛公共托育中心,18,121.37412,25.07209,75.56,2657.0,6721.87,88.7,林口區
林口區停三停車場,13,121.38918,25.0788,277.92,982.29,6466.35,27.54,林口區
林口區公所,29,121.38818,25.07674,276.16,1150.56,6325.46,68.7,林口區
林口吉祥公園,29,121.37576,25.08027,356.35,2308.23,7382.48,106.84,林口區
林口國小,24,121.389,25.0805,90.58,974.68,6638.11,35.04,林口區
林口國民運動中心,32,121.38093,25.08601,725.91,1876.99,7587.73,29.5,林口區
林口國民運動中心(文化三路),20,121.37961,25.08712,751.0,2042.8,7764.02,65.02,林口區
林口夜市(中山路),11,121.38689,25.07914,292.26,1201.37,6620.18,9.47,林口區
林口婦幼公園,28,121.37752,25.07231,319.92,2331.64,6558.69,154.52,林口區
林口廣停一停車場,18,121.3722,25.07534,260.22,2735.11,7129.89,104.87,林口區
林口新創園,40,121.37609,25.07583,199.54,2341.32,6968.61,27.0,林口區
林口東湖國小,15,121.38195,25.07713,150.92,1733.69,6721.82,103.0,林口區
林口社區運動公園,30,121.37694,25.07411,240.52,2312.86,6760.41,23.49,林口區
林口社區運動公園(公園路),47,121.37429,25.07447,179.45,2555.48,6934.25,151.1,林口區
林口老街,17,121.39378,25.07715,223.39,640.81,6077.58,134.13,林口區
林口自強公園,20,121.397,25.0781,159.86,347.69,6026.64,30.6,林口區
林口轉運站,99,121.36123,25.06687,513.52,4078.17,7100.67,42.84,林口區
林口郵局,25,121.36453,25.06667,845.93,3782.18,6852.81,17.4,林口區
林口高中,31,121.3803,25.07384,87.67,2007.09,6540.62,60.17,林口區
林口高中(四維路),23,121.38159,25.07386,133.04,1887.08,6459.02,56.42,林口區
林建生紀念圖書館,37,121.46988,25.08843,300.83,7145.98,417.3,40.23,蘆洲區
林本源園邸,40,121.45598,25.01086,222.63,222.63,355.57,91.4,板橋區
柑園五里聯合活動中心,25,121.38646,24.95096,1066.65,1481.6,3336.1,20.21,樹林區
柑園國小,14,121.38966,24.95615,1078.34,2003.5,2909.71,63.02,樹林區
柑園街一段51巷口,18,121.40316,24.96029,391.89,1583.11,1533.67,86.98,樹林區
柑園街二段363巷口,12,121.36809,24.94909,10.05,1246.68,5184.87,456.73,樹林區
柳堤公園,41,121.46219,25.08799,119.72,6446.12,450.83,109.23,蘆洲區
柴埕市民活動中心,30,121.51648,24.96678,1034.69,1729.29,1463.16,9.41,新店區
格致中學,24,121.48907,25.07403,239.02,7628.88,391.41,169.21,三重區
森林公園,30,121.37975,24.94819,418.77,855.47,4071.86,5.44,樹林區
楓樹腳公園,20,121.43498,25.062,845.42,2721.39,2497.87,24.56,泰山區
榮富國小,26,121.44659,25.05172,415.01,2683.11,1377.02,163.2,新莊區
樂活公園,14,121.37612,25.06705,188.03,2740.16,6145.7,128.35,林口區
